Longitude,Latitude
-73.25,-3.68333
-59.966667,-2.883333
-75.942,-1.658
-75.53,-0.55
-66.116389,1.302194
-59.96666,2.88333
-63.05,4.12
-61.633333,4.383333
-71.916667,7.45
-71.78333,7.625
-83.533333,8.694444
-83.25,8.766667
-82.956944,9.518056
-64.28,10.17
-84.055556,10.405556
-61.01666,10.7
-83.883333,10.75
-84.166667,10.85
-85.320833,14.230278
-90.42,15.67666
-94.75,17.07
-94.5,17.2583
-76.348153,18.044847
-68.183381,-15.400373
-75.315556,-10.421944
-75.580833,-10.184722
-68.166667,10.283333
-67.68,10.35
-84.3,10.216667
-84.766667,10.3
-84.833333,10.333333
-55.41666,-24.08333
-43.340663,-22.961534
-43.212237,-22.951713
-43.448386,-22.913514
-42.499115,-22.3937
-44.165279,-21.086664
-42.8818438826343,-20.7580240385679
-46.525806,-20.307365
-40.7460985140279,-20.0444122027812
-40.46109,-19.48259
-67.683333,10.35
-67.3,10.41666
-67.23,10.42
-80.268314,21.923618
-70.508875,6.248922
-70.645139,6.752533
-76.60485,3.539317
-65.807578,18.064292
-70.79046,19.84427
-71.5989,18.1223
-71.275,18.125
-71.53333,18.15
-72.9998,18.3364
-74.053,18.3415
-70.2,18.4
-73.9039,18.4183
-72.33333,18.5
-70.23,18.5
-70.5,18.51666
-71.33333,18.63333
-70.71666,18.63333
-71.783333,18.633333
-70.58333,18.68333
-70.7683,18.9028
-70.6,19.08333
-72.4615,19.5279
-78.43,1.03
-96,17.133333
-96.51666,17.55
-96.966667,18.116667
-98.016667,18.25
-96.983333,18.25
-97.12,18.32
-103.34,18.68
-100.17,18.85
-97.13,19.3583
-97.17,19.48
-98.475,20.575
-76.358244,18.037842
-76.583533,18.046118
-76.655685,18.070727
-74.931731,20.624658
-75.683333,6.266667
-53.25,3.583333
-65.7,3.816667
-52.7,4.05
-74.0289,18.3758
-51.76666,-12.81666
-67.83,-10
-60.6,-3.05
-54.75,-2.42
-70.5,-0.833333
-65,-0.5
-64.42,-0.42
-70.5,-0.08
-67.34,0.324267
-66.58,1.08
-74.283333,1.095278
-66.47,1.17
-66.5,1.83
-66.5864,1.8514
-67,1.92
-66.95888,1.97472
-55.75,2.33
-60.666667,2.833333
-65.55,3.16
-59.77,3.43
-67.37,3.67
-67.48,3.75
-59.32,3.75
-67.78,3.83
-72.681583,3.860056
-59.03,4.15
-64.15,4.26666
-67.81666,4.33333
-67.03,4.38
-67.53333,4.4
-67.73611,4.74138
-61.05,4.75
-67.566667,4.9
-58.2433,5.0161
-67.766667,5.033333
-58.9808,5.3414
-67.71,5.35
-68.65,5.433333
-68.53,5.53
-57.58,5.6
-67.6,5.62
-67.333333,5.8
-62.283333,5.95
-69.661247,6.045464
-60.6594,6.0589
-63.7,6.07
-68.75,6.166667
-68.816667,6.216667
-67.75,6.25
-58.7208,6.285
-60.3439,6.3314
-58.55,6.333333
-66.37,6.37
-67.41666,6.41666
-63.38333,6.43333
-67.75,6.52
-58.01,6.53
-67.28333,6.55
-67.533333,6.566667
-67.083333,6.566667
-69.62,6.63
-67.283333,6.65
-67.5139,6.8939
-64.75,7.775
-72.75,0.92
-72.67,1.08
-76.893483,3.599967
-76.678317,5.60615
-76.6097,5.68499
-83.481944,8.497222
-84.461667,9.789167
-76.083333,-0.375
-75.93,-0.23
-76.16666,-0.06666
-78.43333,0.71666
-75.052017,5.500267
-82.968333,8.786944
-80.6625,8.834722
-80.668056,8.965
-80.543056,8.984444
-83.083333,9.075
-78.916667,9.316667
-83.401389,10
-83.525,10.377778
-83.736111,10.643889
-84.166667,10.85
-84.216667,11.016667
-84.25,11.083333
-84.35111,11.12083
-84.237778,11.239444
-83.8,11.53333
-83.85,11.58333
-83.916667,11.9
-83.883333,12.083333
-78.76666,0.2
-76.634483,5.56775
-76.6097,5.68499
-77.37045,6.26435
-77.6,7
-77.55,7.35
-83.464444,8.725278
-83.1083,9.7944
-83.4417,9.9903
-84.13,10.4
-84.00361,10.43138
-84.658333,10.452778
-84.992222,10.704444
-84.066667,10.966667
-84.348889,11.066389
-84.280278,11.100833
-84.016667,11.366667
-83.9,11.45
-84.316667,12.166667
-84.916667,13.133333
-84.866667,13.725
-84.9875,13.733333
-88.68081,15.41334
-84.366667,15.483333
-73.45446,-13.239261
-75.523096,-11.241054
-75.35,-10.53
-75.4492,-10.4436
-75.6517,-10.3528
-75.6097,-10.2994
-75.41,-10.19
-66.6433,0.1725
-78.033333,1.066667
-77.96666,1.16666
-73.045,7.08
-67.248803,10.408256
-75.26983,-10.33347
-73.25,-4.166667
-72.916667,-4.133333
-73.58,-3.92
-73.416667,-3.8
-71.83,-0.83
-78.42,0.88
-80.117667,8.624167
-80.6,8.65
-84.083333,10.266667
-70.2,9.216667
-70.3,9.35
-70.0939,9.5464
-75.6,6.3
-78.05,7.416667
-80.5,7.53333
-78.183333,7.583333
-80.751667,7.874167
-78.15,8.0525
-81.21472,8.29583
-83.491667,8.45
-80.11666,8.58333
-82.45,8.68333
-79.9,8.683333
-82.43333,8.78333
-79.62277,8.92694
-79.55,8.966667
-79.83638,9.16361
-79.75,9.166667
-80.150556,9.191667
-79.918545,9.274169
-84.175,9.583333
-84.583333,9.75
-84.195833,9.838889
-84.816667,10.3
-85.23,10.38
-85.28,10.75
-85.730556,10.902778
-84.733333,11.083333
-84.35111,11.12083
-84.278333,11.161389
-84.788683,11.2901
-85.81666,11.74166
-85.95,11.816667
-83.916667,11.9
-86.15,11.98333
-83.76666,12.025
-85.11666,12.11666
-83.69722,12.16388
-85.202778,12.195278
-85.318861,12.301194
-85.53333,12.41666
-83.7,12.666667
-85.71666,13.5
-84.333333,13.583333
-88.715278,13.596111
-86.166667,13.633333
-84.816667,13.633333
-87.29888,13.68111
-84.93333,13.7
-84.816667,13.716667
-85.05833,13.74166
-88.191111,13.762222
-84.71666,13.76666
-84.4,13.8
-89.933333,13.816667
-88.851111,13.867778
-88.1,13.933333
-85.31666,13.98333
-84.61666,14.05
-83.933333,14.316667
-89.31444,14.56472
-88.585833,14.631111
-92.72355,15.42765
-92.8,15.65
-85.908333,15.958333
-88.98,16.17
-88.75,16.41666
-88.7,16.55
-94.68,16.9083
-94.63,16.95
-94.966667,17.083333
-89.033333,17.816667
-94.350027,17.960777
-94.7,18.283333
-95.08589,18.36111
-76.062276,20.013322
-76.836389,20.014167
-74.5732,20.34841
-74.817778,20.493333
-75.549526,20.512505
-68.1667,-15.25
-68.4894,-15.0847
-68.193403,-13.185922
-69.28,-12.83
-71.3,-12.583333
-70.1,-12.57
-55.75,-11.67
-65.08,-10.72
-74.8,-9.467
-75.02,-8.72
-74.75,-8.67
-57.88,-3.83
-70.03,-2.98
-59.966667,-2.883333
-60.02,-2.633333
-59.58,-2.56028
-60.320089,-2.545115
-68.208333,-2.458333
-59.9,-2.42
-59.727778,-2.407222
-60.833333,-2.316667
-60.083333,-2.316667
-59,-2.25
-59.5,-1.5
-59,-1
-76.53,-0.52
-65,-0.433333
-63.35,0.8
-58.783889,1.356111
-58.85,1.4
-58.628889,1.589722
-59.17,2.05
-53.366667,2.816667
-59.966667,2.883333
-51.5,3
-61.42,3.37
-59.58,3.42
-76.9283,3.875328
-57.5,4
-59.07,4.08
-54.6,4.8
-61.166667,5
-53.166667,5
-53.05,5.28333
-61.05,5.316667
-53,5.333333
-53.8,5.6
-54.425278,5.675278
-63.32,6.37
-72.833333,9.1
-72.48,9.3
-72.8986,9.5917
-68.217,10.375
-66,0.82
-65.5386,3.34859
-65.53,3.57
-65.5,3.716667
-70.77,-12.28
-63.769326,-10.979438
-74.92,-10.25
-74.833333,-9.483333
-57.516667,-7.583333
-76.666667,-2.366667
-76.87,-1.42
-75.783333,-1.016667
-75.78333,-0.8
-76.45,-0.67
-72.4872,-0.2044
-76.17,-0.1
-76.18,-0.02
-76.153889,0.154444
-65.733333,1.816667
-67.05,1.93
-63.392,3.125
-64.366667,4.05
-61.5,4.5
-66.125,5.666667
-67.41666,6.41666
-71.95,7.167
-71.78,7.625
-71.77,7.78
-77.85,0
-79.136389,-4.488889
-78.6625,-3.2606
-78.55,-2.81666
-78.2,-2.25
-78.3,-1.35
-77.801389,-0.681944
-77.866667,-0.633333
-77.866667,-0.566667
-78,-0.5
-77.88333,-0.45
-78.833333,-0.333333
-78.86666,-0.23333
-78.8028,-0.2314
-77.6,-0.1
-78.729722,-0.078056
-78.802778,0.231389
-77.55,0.466667
-78.18,0.83
-78.08,0.83
-78.12,0.9
-78.02,1.08
-77.96666,1.16666
-78.01666,1.28333
-78.2,-6.966667
-77.93333,-6.78333
-79.52,-5.35
-79.5,-5.28333
-79.18,-3.58
-79.25,-3.5
-79.17,-3.42
-79.16666,-3.33333
-78.91097,-3.27097
-79.06666,-3.25
-79.08,-3.17
-78.80527,-3.11611
-79.083333,-3.1
-78.7,-2.95
-79.18,-2.93
-78.0489,-2.9017
-78.9,-2.88333
-78.83,-2.82
-79.007833,-2.803389
-79.035,-2.7364
-78.86666,-2.7
-78.983333,-2.533333
-78.66666,-0.06666
-78.5,0.08
-78.42,0.22
-76.374719,17.997777
-76.409656,18.083269
-76.736131,18.089766
-40.525,-20.276111
-39.33,-17.18
-39.42,-16.88
-39.2,-16.416667
-39.3,-15.25
-39.341667,-15.173611
-39.08,-15.15
-39.254089,-15.146936
-75.11277,-10.48583
-47.53,-4.08
-56.448998,-1.694263
-53.5,-1.5
-48.455522,-1.284992
-51.316667,3.6
-53.2,3.62
-51.88,3.8
-52.5889,3.9875
-52.366667,4.3
-52.08,4.58
-53.9339,4.6844
-59.9247,5.3339
-54.425278,5.675278
-58.65,6.4
-59.95,7.82
-78.29,-5.604
-79.13,-4.38
-79.12,-3.98
-78.43333,-3.88
-78.4092,-3.5125
-78.37,-3.45
-78.1,-2.77
-77.586667,0.488333
-76.27,1.57
-76.296067,4.74155
-75.58583,6.17194
-75.6625,6.2325
-75.9,7.17
-78.57,-4.12
-78.23,-1.22
-75.44916,-10.44361
-75.5803,-10.1872
-76.025556,-9.261944
-78.1,-2.77
-76.792,-2.475
-77.5,-2.383333
-76.82,-1.72
-79.15,-0.27
-77.65,-0.18
-77.6,-0.1
-75.052017,5.500267
-73.469633,6.699033
-81.133333,8.55
-83.190278,8.817222
-84.833889,10.311111
-84.783333,10.366667
-84.883333,10.466667
-85.641667,13.241667
-85.683333,13.55
-85.63333,13.6
-54.5333,4.26667
-59.974722,5.379167
-45.0456,-23.1961
-46.3,-23.78
-70.8783,-13.4911
-79.9,-2.16666
-79.36666,-0.58333
-79.73,0.35
-78.95,0.87
-76.33,5.22
-78.13,1.3
-54.07,2.87
-66.133333,5.695833
-76.310278,18.018014
-60.17,-12.75
-53.966667,5.75
-69.56777,-13.13472
-69.33333,-12.83333
-69.05,-12.483333
-70.68333,-12.45
-74.583333,-8.333333
-70.25,-7.5
-73.666667,-4.916667
-73.28138,-3.77611
-72.833333,-3.5
-68.8,-3.45
-75.25,-0.96666
-75.4,-0.93333
-76.47,-0.8
-76.16666,0.9
-79.97,0.02
-79.03,0.08
-79.73,0.35
-78.88,0.72
-78.27,0.97
-83.940024,10.164068
-70.8073,-13.3239
-71.4134,-12.9457
-70.52,-12.55
-71.27,-11.93
-71.42,-11.83
-72.6992,-11.7856
-71.916667,-11.666667
-72.72,-8.97
-76.5125,-8.18416
-72.6716457607943,-7.63455502275955
-71.1292,-6.8153
-76.18,-6.6
-76.115974,-5.897021
-78.2,-2.67
-78,-2.67
-78.08333,-2.66666
-73.75,-2.66666
-77.42,-1.57
-77.6,-1.066667
-76.5,-0.63
-77.03,-0.58
-75.7369,1.2761
-73.2817,4.8917
-74.833333,5.916667
-74.83,6
-74.83,6.18
-67.52,-15.15
-73.7,-12.65
-75.233333,-10.2
-75.95,-9.35
-76.15,-9.083333
-76.5125,-8.184167
-76.333333,-6.5
-77.571667,-4.433611
-75.43,-2.85
-76.716667,-2.566667
-77.5,-2.38333
-76.67,-2.33
-76.95,-1.37
-76.25,-0.87
-75.875,-0.60166
-76.4,-0.6
-76.383333,-0.533333
-76.96666,-0.46666
-76.35,-0.25
-76.7,-0.033333
-76.916667,0.116667
-75.833333,0.166667
-71.898014,6.386081
-50.269444,-24.549444
-46.621883,-23.654505
-46.6304063522203,-23.5441635944114
-45.57,-22.72
-43.200008,-22.50001
-47.164784,-22.242395
-41.9936,-21.9436
-41.9294,-21.8789
-44.165279,-21.086664
-44.465,-20.2336
-43.567226,-19.29472
-57.55,-19.13
-43.452084,-18.463167
-63.6772,-18.25
-48,-17
-42.92,-16.5417
-48.8122,-15.7972
-47.9,-15.58
-68.21667,-15.33333
-47,-14
-41.3,-13.58
-41.95,-13.53
-41.25,-13.53
-79.5974,21.8618
-80.173269,21.966008
-79.16666,-4.08333
-77.5,0.67
-51.153181,-30.11284
-51.151583,-29.775211
-51.1799546835515,-29.1722202425526
-55.58,-27.27
-54.1,-27.16666
-52.68,-27.1
-48.9,-27.1
-48.63,-26.92
-50.72367,-26.89106
-53.98333,-26.51666
-55.333333,-26.166667
-56.83,-26.05
-53.783333,-26.016667
-48.90806,-25.93389
-56.22,-25.75
-50.7336,-25.63533
-48.72,-25.42
-54.333333,-24.833333
-47.075,-23.95
-70.88055,9.03472
-76.3139,18.0239
-76.409656,18.083269
-76.7269,18.0856
-67.85,-16.2
-68.11671,-15.420875
-68.73333,-13.6
-73.78,-12.72
-75.83,-9.17
-59.9394,5.40721
-74.00867,18.31942
-66.5175,10.111944
-65.8,10.15
-64.28,10.17
-68.6028,10.23
-67.72,10.35
-66.47,10.5
-71.1583,18.05
-71.225,18.125
-73.5,-12.5
-78.5,-4.5
-78.87083,-3.75027
-78.133333,-2.5
-78.06666,-2.33333
-78.24777,-2.22055
-78.18166,-2.09555
-77.633333,-1.75
-77.93333,-1.5
-77.55,-0.88
-77.43,-0.77
-77.566667,-0.716667
-77.75,-0.7
-77.666667,-0.666667
-66,0.816667
-76.17,0.9
-76.63,1.2
-73.2853,4.8567
-83.409722,8.531944
-83.516667,8.7
-83.088889,9.073611
-83.597222,9.391667
-84.258333,9.741667
-84.6,9.780556
-92.28,15.138056
-88.69816,15.41066
-87.39333,15.53
-94.733333,16.866667
-94.6167,16.875
-94.68,17
-94.82,17.12
-96.293333,17.505833
-76.35264,18.04197
-70.333333,18.75
-75.5803,-10.1872
-75.7964,-9.1842
-77.1,18.2
-66.75,-16.3333
-68.05,-16.083333
-68.01,-15.75
-75.295278,-10.623611
-75.35666,-10.54583
-75.45805,-10.43555
-77.783333,-6.716667
-74.501194,20.345995
-74.523113,20.328803
-74.618762,20.475804
-75.8078,20.48077
-74.8192,20.5128
-75.751997,20.535071
-75.04472,20.58722
-74.967,20.6851
-74.746167,20.573
-67.695941,-16.261471
-68.12,-16.12
-67.1272,-15.455
-67.07,-15.28
-68.7403,-15.2342
-68.64444,-15.19277
-68.4917,-15.09
-68.5828,-14.7861
-68.9278,-14.5972
-68.7408,-14.1608
-73.78,-12.7
-75.333333,-10.6
-75.38,-10.53
-75.329722,-10.41
-75.600833,-10.322222
-75.28,-10.31
-75.58083,-10.18472
-74.77,-9.45
-75.98,-9.3
-78.3633,-6.25547
-77.75,-5.83
-77.67,-5.75
-78.43333,-3.9
-78.1,-2.77
-78.17,-2.47
-78.30444,-2.46805
-76.1975,-2.114167
-78.16666,-1.41666
-77.633333,-0.716667
-77.85,-0.633333
-77.9,-0.466667
-77.65,-0.183333
-77.6,-0.12
-77.56666,-0.06666
-79.618941,21.870604
-65.483333,-17.1
-73.77,-12.67
-69,-9.333333
-72.6716457607943,-7.63455502275955
-70.25,-7.5
-76.115974,-5.897021
-77.7,-3.91666
-73.328333,-3.835
-73.25,-3.766667
-73.2125,-3.6425
-64.8,-3.23
-78.116667,-2.3
-79.283333,-1.783333
-78.17,-1.4
-77.6,-1.07
-76.88638,-1.0425
-75.886389,-1.0425
-78.25,-0.833333
-79.368056,-0.575
-76.553889,-0.346111
-76.666667,-0.316667
-79.21666,-0.28333
-75.916667,-0.25
-76.516667,-0.116667
-79.35,0.15
-76.88011,3.55325
-76.97444,3.99638
-77.416667,4.166667
-76.48,4.93
-74.27083,5.59861
-75.3,7.05
-77.33333,7.86666
-77.71666,7.96666
-71.657,8.6135
-79.916667,8.666667
-80.45,8.766667
-78.333333,8.916667
-83.566667,10.416667
-84.00361,10.43138
-61.4,10.68333
-84.362222,11.023611
-84.3075,11.129167
-84.033333,11.55
-83.86666,11.6
-83.754167,12.1125
-84.96666,13.73333
-85.430278,14.1
-85.320833,14.230278
-85.535833,14.383889
-85.15,14.4
-85.146667,14.470833
-87.45,15.508333
-94.5083,17.27
-79.18,-4.38
-78.3,-1.15
-78.11666,0.06666
-41.92714,-21.87797
-76.83,20.0228
-76.208361,6.639083
-74.5811,-9.47
-77.6803,-6.21022
-78.77,-6.2
-77.9054,-5.85322
-79.02,-3.98
-78.53,-0.18
-75.5261,-10.2808
-79,-0.42
-78.63,-0.125
-78.083333,0.75
-78.577778,1.191111
-70.8,-13.283333
-71.40888,-12.87638
-78.41972,-6.09972
-78.4263,-5.3
-78.9361,-3.62
-78.4619,-3.6164
-78.4403,-3.5211
-76.666667,-2.333333
-78.75,-1.58
-77.916667,-1.333333
-78,-1
-77.783333,-0.716667
-78.883333,0.716667
-78.433333,0.833333
-78.516667,0.883333
-78.1,0.91666
-78.583333,0.916667
-78.583333,1
-76.876633,3.560533
-76.45,5.73
-76.35,5.76666
-81.15565,8.540033
-82.2,8.8
-80.693889,8.837778
-82.166667,8.916667
-82.995833,9.359722
-84.017222,9.484722
-83.452778,9.972222
-84.5,10.166667
-84.066667,10.333333
-65.52,3.17
-61.833333,3.75
-61.761079,3.80746
-61.85,4.333333
-61.75,4.37
-65.58,4.52
-61.55,4.67
-61.23,4.68
-63.3,4.76
-64.5694,4.8139
-63,5
-59.983333,5.083333
-59.48,5.16
-60.1722,5.1983
-60.18,5.55
-60.782,5.55931
-60.23,5.6081
-62.533333,5.633333
-60.23,5.68
-60.3,5.7
-60.13,5.72
-61.17,5.73
-60.58,5.75
-60.25,5.77
-63.48,5.97
-61.06,5.988611
-62.8,6.03
-58.233333,6.3
-61.88,6.37
-58.2,6.47
-48.9,-27.1
-73.1,9.5
-65.75,10.066667
-66.97,10.075
-66.516667,10.133333
-68.62,10.22
-69.02,10.23
-68.166667,10.283333
-67.677778,10.351667
-66.33,10.52
-76.38131,17.99019
-76.31764,18.01997
-76.5333,18.0666
-76.407424,18.083461
-71.3,19.25
-67.82,-16.3
-67.73,-16.22
-68.01,-15.75
-68.01,-15.75
-73.952694,4.68284
-74.047967,11.107333
-76.366482,18.05842
-77.5,18.083333
-77.402028,18.169628
-77.492409,18.179659
-77.106392,18.205978
-77.113913,18.276487
-69.6,18.8
-70.42,18.83
-71.3,19.13333
-70.58333,19.18472
-71.26564,19.35694
-74.8,20.46667
-75.796552,20.510726
-75.715252,20.566791
-74.83333,20.6
-76.964544,21.262887
-77.562334,21.494872
-80.017896,21.853847
-79.583376,21.883375
-79.65613,21.970487
-84.269656,22.040065
-83.970797,22.172875
-80.596625,22.255574
-83.649496,22.391446
-83.419974,22.420467
-83.862307,22.514197
-83.414962,22.516586
-83.23138,22.548218
-83.4525,22.573611
-80.33343,22.61117
-83.716667,22.616667
-83.366478,22.647253
-82.858203,22.697568
-80.689408,22.899127
-77.748992,24.154894
-77.590517,24.15874
-77.637504,24.215796
-77.873563,24.771029
-78.012405,25.141303
-81.022,25.209926
-80.470249,25.308358
-80.65467,25.404
-80.477557,25.468722
-80.425236,25.520256
-81.426468,26.089258
-78.801927,26.536891
-77.083,26.55
-66.230561,18.093467
-66.8906,18.129
-66.768601,18.141335
-66.528483,18.216208
-65.79133,18.310516
-63.87,-18.13
-63.6,-18.1
-65.883333,-17.15
-84.068889,9.583889
-75.25747,-10.32817
-73.75,-4.91666
-73.282456,-3.75626
-72.40555,-3.69166
-70.033333,-3.016667
-59.966667,-2.883333
-66.0967,-2.5133
-77.889722,-1.242222
-75.78333,-0.63333
-70.233885,1.206592
-59.96666,2.88333
-65.533333,3.566667
-76.08,5.43
-76.3583,5.75
-83.966667,10.5
-77.96666,-5.8
-78.655329,-2.762595
-83.584444,9.541111
-84.120833,10.129167
-84.230167,10.183833
-84.39305,10.18583
-69.89,18.479
-68.1667,-15.25
-56.5,-22.166667
-48.783333,-21.916667
-40.4783,-20.2789
-40.893611,-20
-41.2781,-13.8139
-41.814722,-13.608333
-41.38,-12.55
-34.808611,-7.470833
-75.81378,20.52472
-78.15,1.25
-48.90806,-25.93389
-46.5300997857525,-23.6638656934919
-44.81,-23.339783
-44.28,-23.17
-44.607312,-22.459068
-39.33917,-15.17694
-79.77,-3.8
-79.1333,-3.15
-79.3,-0.62
-79.73,0.35
-67.13,-16.83
-67.38,-16.8
-67.68,-16.62
-68.12,-16.15
-78.79638,-1.48305
-79.12,-1.42
-79.083333,-1.166667
-64.7033,-17.84
-65.865278,-17.203333
-65.653714,-17.012057
-67.166667,-16.966667
-67.25,-16.883333
-67.166667,-16.85
-67.683333,-16.616667
-68.1215,-16.4823
-67.83,-16.3
-68.066667,-16.116667
-68.01,-15.75
-68.715488,-15.57538
-68.8797,-15.1325
-66.03,-11.75
-78.125,-1.3636
-74.6205,20.425833
-66.0305,18.0647
-66.7261,18.1047
-66.0833,18.1167
-66.527169,18.156586
-65.761929,18.269941
-65.84344,18.27889
-65.83,5.06
-66.05,5.3
-67.390911,6.042767
-68.75,6.166667
-68.4,6.183333
-67.833333,6.316667
-70.16875,6.713161
-69.666667,6.783333
-67.82,6.97
-70.799042,6.991314
-67.016667,7.133333
-64.75,8
-61.65,8.57
-62.38,9.13
-70.8835,-13.4932
-70.8116,-13.3223
-71.609,-13.1767
-71.5684,-13.0702
-72.0456,-12.9764
-75.34972,-10.53194
-75.4581,-10.4356
-75.60194,-10.32444
-71.92,-11.67
-76.57,-8.15
-68.75,-6.45
-73.42,-3
-77.5,-1.83333
-77.6,-1.066667
-77.58,-0.73
-66.166667,0.833333
-59.251111,1.538611
-74.01666,3.11666
-77.733333,8.016667
-77.4,8.033333
-77.283333,8.058333
-78.5,-1.5
-78.283333,-1.1
-79.03,0.08
-79.066667,0.15
-78.48,0.82
-78.43,0.87
-78.27,1.03
-76.87,3.5
-76.892017,3.594717
-76.8417,3.68
-77.166667,4.166667
-76.65,5.61666
-76.41666,5.78333
-77.3,6.1
-77.357833,6.24025
-73.035785,6.942517
-73.045,7.08
-71.35,8.45
-47.075,-23.95
-42.02,-21.97
-76.838996,20.02258
-79.616389,-3.504722
-66.15,0.83
-53.25,1.35
-58.956944,1.355278
-52.633333,2.3
-52.45,2.78
-54.05,2.866667
-52.533333,2.95
-51.5,3
-52.95,3.3
-53.2,3.616667
-51.92,3.72
-53.03,3.75
-56.2,3.91
-51.87,3.97
-52.02,4.05
-59.05,4.1667
-52.15,4.18
-53.2883,4.4731
-52.5,4.67
-61.38333,4.71666
-59.83,4.97
-59.9,5.033333
-59.8406,5.0814
-59.97,5.12
-59.15,5.17
-59.47,5.2
-60.5103,5.2356
-59.08,5.27
-59.835,5.3017
-58.67,5.33
-59.9594,5.3728
-58.77,5.43
-55.2,5.45
-60.07,5.47
-60.898056,5.546667
-60.5428,5.7161
-60.25,5.77
-60.67,5.83
-62.266667,5.933333
-58.55,5.98
-60.6658,6.0883
-60.33,6.12
-61.466667,6.216667
-60.4039,6.2903
-58.63333,6.41666
-58.66711,6.612763
-61.63,6.73
-75.349444,-10.541389
-75.461667,-10.380278
-77.7,-6.93333
-77.76666,-6.81666
-79.08,-4.38
-79.16666,-3.33333
-78.919972,-3.272139
-79.07,-3.25
-79.02111,-3.17722
-79.08,-3.1
-78.7056,-2.97
-79.1436,-2.8439
-79.33,-2.83
-78.766667,-2.766667
-79.1,-2.71666
-79.0321,-2.69042
-78.83,-2.67
-78.9,-2.5
-78.55,-1.66666
-78.4906,-1.5503
-77.7,-0.583333
-78,-0.5
-78.46666,-0.45
-78.12,-0.38
-78.18333,-0.36666
-78.15,-0.23
-78.5,-0.2
-78.41666,0.18333
-78.25,0.2
-78.3333,0.216667
-78.17,0.23
-78.02,0.3
-77.71666,0.58333
-77.67,0.63
-75.45,4.783333
-71.0667,8.6333
-70.283333,9.15
-70.2,9.216667
-70.3,9.35
-78.598667,0.037467
-79.03,0.08
-78.48,0.87
-78.27,0.97
-78.43,1.03
-78.577778,1.191111
-78.07,1.3
-54.07,2.65
-54.05,2.87
-52.53,2.95
-52.95,3.3
-77,3.92
-77.13,3.93
-76.95,3.983333
-52.02,4.03
-52.7,4.05
-76.9,4.6
-76.216517,4.842167
-76.63,5.25
-76.58,5.48
-75.059833,5.516
-77.25,5.53
-67.62,5.53
-76.633217,5.5663
-76.67,5.63
-80.1,8.616667
-43.2076685470805,-22.9069598238154
-42.4294,-22.4028
-79.22333,-2.78222
-82.22238,8.68334
-83.78195,9.75895
-83.857539,9.797956
-84.023111,10.056889
-84.160556,10.143056
-84.483333,10.15
-84.552351,10.169839
-84.39305,10.18583
-84.61,10.21
-84.117778,10.236389
-84.793056,10.258333
-84.382778,10.288056
-84.5,10.366667
-84.692045,10.501664
-84.995833,10.720833
-84.45,10.816667
-85.401389,10.880556
-85.464477,10.930104
-84.45,11.433333
-72.251944,8.037778
-68.183381,-15.400373
-60.114137,-12.739261
-79.03,0.08
-60.92,2.5
-59.15,2.81666
-60.666667,2.833333
-59.15,2.95
-59.42,3.05
-65.5383,3.17
-65.566667,3.233333
-61.33,3.3
-65.733333,3.733333
-59.33,3.75
-67.2,3.83
-66.816667,4.05
-61.13,4.7
-61.23,4.92
-61.75,5.166667
-60.12,5.53
-67.58,5.57
-67.633333,5.65
-62.92,6.5
-63.083333,7.516667
-65.3,7.533333
-79.93,-4.92
-79.77,-3.8
-79.496167,-3.617083
-78.2478,-2.2206
-78.18166,-2.09555
-80.7,-1.6
-79.15,-0.92
-77.83333,-0.63333
-77.9,-0.466667
-78.83,-0.33
-78.83,-0.25
-77.47,-0.13
-79.97,0.02
-79.03333,0.08333
-78.866667,0.166667
-78.67,0.17
-79.73,0.35
-77.583333,0.483333
-78.43,0.87
-78.333333,0.883333
-78.27,0.97
-78.266667,1.033333
-82.416667,8.833333
-83.8,9.783333
-83.941667,10.155556
-84.533333,10.208333
-84.166667,10.25
-84.033333,10.333333
-85,10.716667
-67.23,-16.7
-68.033333,-16.333333
-67.533333,-16.333333
-67.8,-16.3
-68.1667,-15.25
-68.7606,-15.2003
-68.9706,-14.7764
-68.4172,-14.72
-68.9394,-14.6028
-64.1144,-17.4072
-64.25,-17.4
-65.9753,-17.1431
-65.49333,-17.08861
-64.77,-17
-64.8033,-16.895
-67.33,-15.5
-67.6,-15.03333
-67.5,-14.67
-67.8231,-14.6644
-60.8336,-14.5822
-68.06666,-14.25
-67.05,-14.06666
-68.77,-13.58
-60.17,-12.75
-71.3,-12.58
-69.05,-12.483333
-71.383333,-11.883333
-72.9027,-11.7061
-71.9,-11.633333
-63.769326,-10.979438
-63.616667,-10.584722
-75.26086,-10.3256
-75.25,-10.2
-67.8116845297752,-9.97824239230237
-74.933333,-9.616667
-70.6125,-9.4394
-76.183333,-9.283333
-75.08,-8.75
-76.605833,-8.213611
-76.566667,-8.15
-76.65,-7.95
-72.5217,-7.8003
-77.22,-5.92
-78.316667,-4.916667
-78.194444,-4.527778
-78.5,-4.5
-78.666667,-4.316667
-78.57,-4.12
-77.66666,-3.83333
-73.26666,-3.83333
-70.25,-3.78
-73.166667,-3.5
-78.6,-3.43
-63.55,-2.7
-78.2,-2.666667
-63.8744,-2.6111
-76.67,-2.37
-76.95,-1.67
-77.42,-1.57
-76.85,-1.53
-77.45,-1.48
-76.93,-1.35
-75.933333,-1.35
-76.92,-1.25
-77.833333,-1.166667
-77.6,-1.066667
